tic,conm,cik,sic
AVAH,AVEANNA HCARE HOLD INC,1832332,8082
BTTX,BETTER THERAPEUTICS INC,1832415,7372
ALHC,ALIGNMENT HEALTHCARE INC,1832466,6324
SERV,SERVE ROBOTICS INC,1832483,4210
PIII,P3 HEALTH PARTNERS INC,1832511,8090
BMN,BLACKROCK 2037 MUN TGT TM TR,1832871,6726
HELP,CYBIN INC,1833141,2834
SWIM,LATHAM GROUP INC,1833197,3949
SABS,SAB BIOTHERAPEUTICS INC,1833214,2836
MDAI,SPECTRAL AI INC,1833498,3845
DRS,LEONARDO DRS INC,1833756,3812
HYPR,HYPERFINE INC,1833769,3845
PSFE,PAYSAFE LIMITED,1833835,7389
ALFIQ,ALFI INC,1833908,7370
GROY,GOLD ROYALTY CORP,1834026,1040
VWESQ,VINTAGE WINE ESTATES INC,1834045,2084
ASAIY,SENDAS DISTRIBUIDORA S.A.,1834048,5411
IBO,IMPACT BIOMEDICAL INC,1834105,2836
EM,SMART SHARE GLOBAL LTD -ADS,1834253,7359
INNV,INNOVAGE HOLD CORP,1834376,8090
NABL,N-ABLE INC,1834488,7370
GENI,GENIUS SPORTS LTD,1834489,7370
MLNK,MERIDIANLINK INC,1834494,7370
CPNG,COUPANG INC,1834584,5961
JOANQ,JOANN INC,1834585,5940
HAYW,HAYWARD HOLDINGS INC,1834622,3590
PKBO,PEAK BIO INC,1834645,2836
LEVGQ,LION ELECTRIC CO (THE),1834974,3711
VEVMQ,VICINITY MOTOR CORP,1834975,3713
COYA,COYA THERAPEUTICS INC,1835022,2836
ARVLF,ARRIVAL,1835059,3713
NAPA,DUCKHORN PORTFOLIO INC (THE),1835256,2084
CNTB,CONNECT BIOPHARMA HOLDIG LTD,1835268,2836
CTV,INNOVID CORP,1835378,7310
LLAP,TERRAN ORBITAL CORP,1835512,3663
OLK,OLINK HOLDING AB (PUBL),1835539,3826
PEARQ,PEAR THERAPEUTICS INC,1835567,7370
IMA,IMAGENEBIO INC,1835579,2836
VZIO,VIZIO HOLDING CORP,1835591,3651
PEPG,PEPGEN INC,1835597,2836
MHUAF,MEIHUA INTERNATIO M T CO LTD,1835615,3841
MRVL,MARVELL TECHNOLOGY INC,1835632,3674
INVZ,INNOVIZ TECHNOLOGIES LTD,1835654,3829
PWSC,POWERSCHOOL HOLDINGS INC,1835681,7370
ZH,ZHIHU INC,1835724,7370
KVYO,KLAVIYO INC,1835830,7370
BETR,BETTER HOME & FINANCE HLG CO,1835856,6162
GLBE,GLOBAL-E ONLINE LTD,1835963,5961
BTX,BLACKROCK TECH AND PVT EQUTY,1836057,6726
FATH,FATHOM DIGITAL MANUFACT CORP,1836176,3569
TKLF,TOKYO LIFESTYLE CO LTD -ADR,1836242,5990
VECT,VECTIVBIO HOLDING AG,1836379,2836
SRAD,SPORTRADAR GROUP AG,1836470,7370
VALN,VALNEVA SE,1836564,2836
LGCY,LEGACY EDUCATION INC,1836754,8200
PL,PLANET LABS PBC,1836833,8700
NVVE,NUVVE HOLDING CORP,1836875,3620
ZENV,ZENVIA INC,1836934,7372
BBAI,BIGBEAR.AI HOLDINGS INC,1836981,7370
SMRT,SMARTRENT INC,1837014,3829
SYM,SYMBOTIC INC,1837240,3569
SLGC,SOMALOGIC INC,1837412,3841
BNT,BROOKFIELD WEALTH SOLUTIONS,1837429,6399
IS,IRONSOURCE LTD,1837430,7370
IINN,INSPIRA TECH OXY BHN LTD,1837493,3841
AEON,AEON BIOPHARMA INC,1837607,2836
VMEO,VIMEO INC,1837686,7370
ZJYL,JIN MEDICAL INTRNATIONAL LTD,1837821,3842
BNAI,BRAND ENGAGEMENT NETWORK INC,1838163,7372
AUS,AUSTERLITZ ACQ CORP I,1838207,9995
APGB,APOLLO STRATEGI CAP II,1838337,9995
RGTI,RIGETTI COMPUTING INC,1838359,3674
BKV,BKV CORP,1838406,1311
YMM,FULL TRUCK ALLIANCE CO LTD,1838413,4731
ALTI,ALTI GLOBAL INC,1838615,6282
ADTH,ADTHEORENT HOLDING COM INC,1838672,7370
GNTA,GENENTA SCIENCE S.P.A.,1838716,2836
ZMENY,ZHANGMEN EDC INC -ADR,1838937,8200
RERE,ATRENEW INC  -ADR,1838957,5961
SPWR,SUNPOWER INC,1838987,3674
HCTI,HEALTHCARE TRIANGL INC,1839285,7371
CORZ,CORE SCIENTIFIC INC,1839341,7370
FAZE,FAZE HOLDINGS INC,1839360,7900
QTEKQ,QUALTEK SERVICES INC,1839412,1623
PYCR,PAYCOR HCM INC,1839439,7370
XBP,XBP GLOBAL HOLDINGS INC,1839530,7389
GETR,GETAROUND INC,1839608,4100
SLHGF,SKYLIGHT HEALTH GROUP INC,1839730,8011
GAMB,GAMBLING.COM GROUP LIMITED,1839799,7310
JBI,JANUS INTERNATIONL GROUP INC,1839839,3442
AONC,AMERICAN ONCOLOGY NETWRK INC,1839998,8011
WALD,WALDENCAST PLC,1840199,2844
INKT,MINK THERAPEUTICS INC,1840229,2836
XLO,XILIO THERAPEUTICS INC,1840233,2836
HLGN,HELIOGEN INC,1840292,3620
VEEA,VEEA INC,1840317,7370
SSM,SONO GROUP NV,1840416,3714
BMEA,BIOMEA FUSION INC,1840439,2836
TBLA,TABOOLA.COM LTD,1840502,7370
ELAB,PMGC HOLDINGS INC,1840563,2844
LUCK,LUCKY STRIKE ENTERTNMNT CORP,1840572,7900
VERV,VERVE THERAPEUTICS INC,1840574,2836
NFGC,NEW FOUND GOLD CORP,1840616,1040
SOPH,SOPHIA GENETICS SA,1840706,7370
LVTX,LAVA THERAPEUTICS N V,1840748,2836
HGTY,HAGERTY INC,1840776,6411
LOCL,LOCAL BOUNTI CORP,1840780,100
SOUN,SOUNDHOUND AI INC,1840856,7372
COCH,ENVOY MEDICAL INC,1840877,3842
BSLK,BOLT PROJECTS HOLDINGS INC,1841125,2860
PAY,PAYMENTUS HOLDINGS INC,1841156,7374
KTTA,PASITHEA THERAPEUTICS CORP,1841330,2836
CADL,CANDEL THERAPTCS INC,1841387,2836
DAVE,DAVE INC,1841408,6141
VGAS,VERDE CLEAN FUELS INC,1841425,2911
APA,APA CORP,1841666,1311
ARBK,ARGO BLOCKCHAIN PLC,1841675,7372
GROV,GROVE COLLABORATIVE HLDG INC,1841761,5961
NOGNQ,NOGIN INC,1841800,7370
INST,INSTRUCTURE HOLDINGS INC,1841804,7370
INDI,INDIE SEMICONDUCTOR INC,1841925,3674
PX,P10 INC,1841968,6282
DTM,DT MIDSTREAM INC,1842022,4922
OPAL,OPAL FUELS INC,1842279,5500
PETXQ,WAG GROUP CO,1842356,8900
EONR,EON RESOURCES INC,1842556,1311
AISP,AIRSHIP AI HOLDINGS INC,1842566,7372
IAS,INTEGRAL AD SCIENCE HOL CORP,1842718,7370
SMWB,SIMILARWEB LTD,1842731,7370
BZ,KANZHUN LIMITED,1842827,7361
XAGE,LONGEVITY HEALTH HLDINGS INC,1842939,2836
CNTX,CONTEXT THERAPEUTICS INC,1842952,2834
LIEN,CHICAGO ATLANTIC BDC INC,1843162,6797
YHC,LQR HOUSE INC,1843165,7311
KAHC,KKR ACQ HOLD I CORP,1843212,9995
VORBQ,VIRGIN ORBIT HOLDINGS INC,1843388,3480
OTLY,OATLY GROUP AB,1843586,2020
REE,REE AUTOMOTIVE LTD,1843588,3714
RMCO,ROYALTY MANAGEMENT HOLD CORP,1843656,8711
LNZA,LANZATECH GLOBAL INC,1843724,4950
EQRX,EQRX INC,1843762,2834
FLYX,FLYEXCLUSIVE INC,1843973,4522
SPEC,SPECTAIRE HOLDINGS INC,1844149,3826
THRN,THORNE HEALTHTECH INC,1844280,2834
MRAI,MARPAI INC,1844392,6411
ESLA,ESTRELLA IMMUNOPHARMA INC,1844417,2836
ELVA,ELECTROVAYA INC,1844450,3690
LUNR,INTUITIVE MACHINES INC,1844452,3760
QTIH,QT IMAGING HOLDINGS INC,1844505,3845
SLDP,SOLID POWER INC,1844862,3690
GREE,GREENIDGE GENERATIN HOLD INC,1844971,7370
BASE,COUCHBASE INC,1845022,7370
AMBP,ARDAGH METAL PACKAGING SA,1845097,3411
ANNA,ALEANNA INC,1845123,1311
LFST,LIFESTAN HLTH GRP INC,1845257,8093
MIC,MACQUARIE INFRASTR HOLD LLC,1845290,4924
DAWN,DAY ONE BIOPHARMACEUTCLS INC,1845337,2836
MNDY,MONDAY COM LTD,1845338,7370
NPWR,NET POWER INC,1845437,3510
NKGN,NKGEN BIOTECH INC,1845459,2836
CULL,CULLMAN BANCORP INC,1845799,6035
PAYO,PAYONEER GLBL INC,1845815,7389
TSAT,TELESAT CORP,1845840,4899
BLFY,BLUE FOUNDRY BANCORP,1846017,6036
NXDR,NEXTDOOR HOLDINGS INC,1846069,7370
OABI,OMNIAB INC,1846253,2836
SHCO,SOHO HOUSE & CO INC,1846510,7011
FIGS,FIGS INC,1846576,2300
WAVE,ECO WAVE POWER GLOBAL AB,1846715,4911
DLO,DLOCAL LIMITED,1846832,7389
PSQH,PSQ HOLDINGS INC,1847064,7370
SAIH,SAIHEAT LTD,1847075,7370
BCOW,1895 BANCORP OF WISCONSN INC,1847360,6035
ALMS,ALUMIS INC,1847367,2836
NECB,NORTHEAST COMMUNITY BANCORP,1847398,6036
HITI,HIGH TIDE INC,1847409,2834
WKME,WALKME LTD,1847584,7370
BWMN,BOWMAN CONSLTG GRP LTD,1847590,8711
GNS,GENIUS GROUP LTD,1847806,8200
EUDA,EUDA HEALTH HOLDINGS LTD,1847846,6531
BEEP,MOBILE INFRASTRUCTURE CORP,1847874,6519
CNTA,CENTESSA PHARMACEUTICALS PLC,1847903,2836
DFLI,DRAGONFLY ENERGY HLDNGS CORP,1847986,3600
TOP,TOP FINANCIAL GROUP LTD,1848275,6211
SGML,SIGMA LITHIUM CORP,1848309,1000
GDEV,GDEV INC,1848739,7372
RNW,RENEW ENERGY GLOBAL PLC,1848763,4911
AAGR,AFRICAN AGRICLTRE HLDNGS INC,1848898,100
OKLO,OKLO INC,1849056,4911
PMNT,PERFECT MOMENT LTD,1849221,2300
RYAN,RYAN SPECIALTY HOLDINGS INC,1849253,6411
OKYO,OKYO PHARMA LIMITED,1849296,2836
ONMD,ONEMEDNET CORP,1849380,7372
NEXN,NEXXEN INTERNATIONAL LTD,1849396,7310
TCBS,TEXAS COMMUNITY BANCSHAR INC,1849466,6036
DJT,TRUMP MEDIA & TECHNO GRP CRP,1849635,7370
PBBK,PB BANKSHARES INC,1849670,6036
KITT,NAUTICUS ROBOTICS INC,1849820,7359
STVN,STEVANATO GROUP S P A,1849853,8731
CLST,CATALYST BANCORP INC,1849867,6035
TBIO,TELESIS BIO INC,1850079,3826
IPSC,CENTURY THERAPEUTI INC,1850119,2836
HEPS,D MARKET ELEKTRONIK HIZMETLE,1850235,5961
AKLI,AKILI INC,1850266,7372
PROK,PROKIDNEY CORP,1850270,2836
TCBC,TC BANCSHARES INC,1850398,6035
MYNAY,MYNARIC AG,1850453,3812
OMGAQ,OMEGA THERAPEUTICS INC,1850838,2836
TKNO,ALPHA TEKNOVA INC,1850902,2836
OMIC,SINGULAR GENOM SYS INC,1850906,3826
ZETA,ZETA GLOBAL HOLDINGS CORP,1851003,7370
RSKD,RISKIFIED LTD,1851112,7370
VTYX,VENTYX BIOSCIENCES INC,1851194,2834
CTOR,CITIUS ONCOLOGY INC,1851484,2836
VAXX,VAXXINITY INC,1851657,2836
MFLTY,MISSFRESH LTD -ADR,1851682,5961
SMFL,SMART FOR LIFE INC,1851860,2834
GCTS,GCT SEMICONDUCTOR HOLDNG INC,1851961,3674
RKLYQ,ROCKLEY PHOTONICS HLDING LTD,1852117,3674
NXT,NEXTPOWER INC,1852131,3690
GXO,GXO LOGISTIC INC,1852244,4731
DC,DAKOTA GOLD CORP,1852353,1040
JZ,JIANZHI EDUC T G CO LTD -ADR,1852440,7370
NVA,NOVA MINERALS LTD,1852551,1040
PNSTQ,PINSTRIPES HOLDINGS INC,1852633,5812
MRT,MARTI TECHNOLOGIES INC,1852767,7510
BRLS,BOREALIS FOODS INC,1852973,2090
AERT,AERIES TECHNOLOGY INC,1853044,8742
EVCM,EVERCOMMERCE INC,1853145,7370
MCW,MISTER CAR WASH INC,1853513,7500
ATAT,ATOUR LIFESTYLE HLD LTD -ADS,1853717,7011
DRMA,DERMATA THERAPEUTICS INC,1853816,2836
DTCX,DATACENTREX INC,1853825,7370
ERO,ERO COPPER CORP,1853860,1000
IAUX,I-80 GOLD CORP,1853962,1040
ZVIA,ZEVIA PBC,1854139,2086
EGLXF,ENTHUSIAST GAMING HLD INC,1854233,7372
SNTI,SENTI BIOSCIENCES INC,1854270,2836
ZCAR,ZOOMCAR HOLDINGS INC,1854275,7510
DGXX,DIGI POWER X INC,1854368,7370
BRDG,BRIDGE INV GRP HLD INC,1854401,6200
VRAR,GLIMPSE GROUP INC(THE),1854445,7371
DEVS,DEVVSTREAM CORP,1854480,8900
DDL,DINGDONG (CAYMAN) LIMITED,1854545,5961
IZM,ICZOOM GROUP INC,1854572,5961
CAUD,COLLECTIVE AUDIENCE INC,1854583,7310
CLBT,CELLEBRITE DI LTD,1854587,7370
CGAU,CENTERRA GOLD INC,1854640,1040
SHFS,SHF HOLDINGS INC,1854963,6159
GHRS,GH RESEARCH PLC,1855129,2834
CTNM,CONTINEUM THERAPEUTICS INC,1855175,2834
TYGO,TIGO ENERGY INC,1855447,3690
KORE,KORE GROUP HOLDINGS INC,1855457,4812
MOBX,MOBIX LABS INC,1855467,3674
AIRJ,AIRJOULE TECHNOLOGIES CORP,1855474,3585
CLDI,CALIDI BIOTHERAPEUTICS INC,1855485,2836
VEEE,TWIN VEE POWERCATS CO,1855509,3730
HLP,HONGLI GROUP INC,1855557,3310
GRAB,GRAB HOLDINGS LIMITED,1855612,4210
AWIN,AERWINS TECHNOLOGIES INC,1855631,3721
ZURA,ZURA BIO LIMITED,1855644,2836
BLND,BLEND LABS INC,1855747,7370
LILMF,LILIUM N V,1855756,4522
SDIG,STRONGHOLD DIGITAL MININ INC,1856028,7372
SEAT,VIVID SEATS INC,1856031,7990
RDGT,RIDGETECH INC,1856084,5122
EWCZ,EUROPEAN WAX CENTER INC,1856236,7200
YOU,CLEAR SECURE INC,1856314,7370
FINW,FINWISE BANCORP,1856365,6020
SNPO,SNAP ONE HOLDINGS CORP,1856430,3651
VSCO,VICTORIAS SECRET AND CO,1856437,5621
SLVM,SYLVAMO CORP,1856485,2621
CNM,CORE & MAIN INC,1856525,5070
SOVO,SOVOS BRANDS INC,1856608,2030
RANI,RANI THERAPET HOLD INC,1856725,2836
INCR,INTERCURE LTD,1857030,2834
INDP,INDAPTUS THERAPEUTICS INC,1857044,2836
TRUG,TRUGOLF HOLDINGS INC,1857086,3944
DNUT,KRISPY KREME INC,1857154,5400
NYXH,NYXOAH S A,1857190,3841
DOLE,DOLE PLC,1857475,2030
GCT,GIGACLOUD TECHNOLOGY INC,1857816,5961
COOK,TRAEGER INC,1857853,3630
WEBR,WEBER INC,1857951,3630
AVDX,AVIDXCHANGE HOLDINGS INC,1858257,7389
APO,APOLLO GLOBAL MGMT INC,1858681,6282
BFRI,BIOFRONTERA INC,1858685,2834
FLX,BINGEX LTD -ADR,1858724,4210
TNYA,TENAYA THERAPEUTICS INC,1858848,2836
ONON,ON HOLDING AG,1858985,3140
ZVSA,ZYVERSA THERAPEUTICS INC,1859007,2836
AIRE,REALPHA TECH CORP,1859199,7372
HRT,HIRERIGHT HOLDING CORP,1859285,7361
CZOOF,CAZOO GROUP LTD,1859639,5961
ARQQ,ARQIT QUANTUM INC,1859690,7370
NVX,NOVONIX LTD,1859795,3825
CDRE,CADRE HOLDINGS INC,1860543,3480
ALLR,ALLARITY THERAPEUT INC,1860657,2836
BLCO,BAUSCH & LOMB CORP,1860742,3851
TSVT,2SEVENTY BIO INC,1860782,2836
ASTL,ALGOMA STEEL GROUP INC,1860805,3312
TVGN,TEVOGEN BIO HOLDINGS INC,1860871,2836
CBLL,CERIBELL INC,1861107,3845
ILLMF,ILLUMIN HOLDINGS INC,1861233,7370
BRDSQ,BIRD GLOBAL INC,1861449,4100
PIKM,KIDPIK CORP,1861522,5961
NUVL,NUVALENT INC,1861560,2836
JTAI,JET.AI INC,1861622,4522
THAR,THARIMMUNE INC,1861657,2836
HSAI,HESAI GROUP,1861737,3714
DH,DEFINITIVE HEALTH CORP,1861795,7370
ARBE,ARBE ROBOTICS LTD,1861841,3812
ECX,ECARX HOLDINGS INC,1861974,3714
ZKH,ZKH GROUP LTD -ADR,1862044,5000
RBTC,RUBICON TECHNOLOGS INC,1862068,7370
CING,CINGULATE INC,1862150,2834
REAX,REAL BROKERAGE INC (THE),1862461,6531
AMOD,ALPHA MODUS HOLDINGS INC,1862463,7372
DCFCQ,TRITIUM DCFC LTD,1862490,3690
CURR,CURRENC GROUP INC,1862935,7389
VLN,VALENS SEMICONDUCTOR LTD,1863006,3674
ESMT,ENGAGESMART LLC,1863105,7370
TYRA,TYRA BIOSCIENCES INC,1863127,2836
SFWL,SHENGFENG DEVELOPMENT LTD,1863218,4731
PROCF,SOFGEN PHARMA SA,1863362,2834
ADUR,ADURO CLEAN TECHNOLOGIES INC,1863934,3580
MSAI,MULTISENSOR AI HOLDINGS INC,1863990,3823
ABTS,ABITS GROUP INC,1864055,7370
INTR,INTER & CO INC,1864163,6020
WEJOF,WEJO GROUP LTD,1864448,7370
VSEE,VSEE HEALTH INC,1864531,7372
FGI,FGI INDUSTRIES LTD,1864943,5070
AKA,A.K.A. BRAND HOLD CORP,1865107,5961
LSDIF,LUCY SCIENTIFIC DISCOVRY INC,1865127,2834
ARIS,ARIS WATER SOLUTIN INC,1865187,1389
EXAI,EXSCIENTIA PLC,1865408,2836
REUN,REUNION NEUROSCIENCE INC,1865482,2836
IOBT,IO BIOTECH INC,1865494,2836
ZEO,ZEO ENERGY CORP,1865506,1700
NN,NEXTNAV INC,1865631,7370
BTSG,BRIGHTSPRING HEALTH SVCS INC,1865782,8082
AZ,A2Z CUST2MATE SOLUTIONS CORP,1866030,3537
CRGY,CRESCENT ENERGY CO,1866175,1311
CWAN,CLEARWATER ANA HOL INC,1866368,7370
BBLNF,BABYLON HOLDINGS LTD,1866390,8090
WBX,WALLBOX NV,1866501,3690
TWKS,THOUGHTWORKS HOLDG INC,1866550,7371
BROS,DUTCH BROS INC,1866581,5812
CCSI,CONSENSUS CLOUD SOLUTION INC,1866633,7370
AMPL,AMPLITUDE INC,1866692,7370
BRLT,BRILLIANT EARTH GP INC,1866757,5944
CDRO,CODERE ONLINE LUXEMBOURG SA,1866782,7990
OPTX,SYNTEC OPTICS HOLDINGS INC,1866816,3679
DERM,JOURNEY MEDICAL CORPO,1867066,2834
KD,KYNDRYL HOLDINGS INC,1867072,7370
XERS,XERIS BIOPHARMA HOLDINGS INC,1867096,2834
EVTL,VERTICAL AEROSPACE LTD,1867102,3721
GET,GETNET ADQUIRENCIA E,1867325,7374
WRD,WERIDE INC,1867729,3711
CANPY,CIAN PLC,1867752,7370
BRAG,BRAGG GAMING GROUP,1867834,7990
REFI,CHICAGO ATLANTIC REA E F INC,1867949,6798
LINE,LINEAGE INC,1868159,6798
CEG,CONSTELLATION ENE CORP,1868275,4911
AVBP,ARRIVENT BIOPHARMA INC,1868279,2836
YIBO,PLANET IMAGE INTERNATION LTD,1868395,3861
RDZN,ROADZEN INC,1868640,7372
OLPX,OLAPLEX HOLDINGS INC,1868726,2844
INFA,INFORMATICA INC,1868778,7370
ENFN,ENFUSION INC,1868912,7370
FLNC,FLUENCE ENERGY INC,1868941,3690
CINT,CI&T INC,1868995,7371
LTH,LIFE TIME GRP HOLD INC,1869198,7990
SVRN,OCEANPAL INC,1869467,4412
SSUNF,SIGNA SPORTS UNITED NV,1869858,5961
OCEA,OCEAN BIOMEDICAL INC,1869974,2836
CDIO,CARDIO DIAGNOSTICS HOLDI INC,1870144,2835
CERO,CERO THERAPEUTICS HLDGS INC,1870404,2836
SBDS,SOLO BRANDS INC,1870600,3949
AIRS,AIRSCULPT TECHNOLO INC,1870940,8000
LYLTQ,LOYALTY VENTURES INC,1870997,7389
BBUC,BROOKFIELD BUSINESS CORP,1871130,9997
RGFC,THE REAL GOOD FOOD CO INC,1871149,2030
DRTS,ALPHA TAU MEDICAL LTD,1871321,3841
PTLO,PORTILLO'S INC,1871509,5812
ICLTF,GREENFIRST FOREST PRDCTS INC,1871688,2421
ANGH,ANGHAMI INC,1871983,7389
YXT,YXT.COM GRP HOLDING LTD -ADR,1872090,7370
NA,NANO LABS LTD,1872302,3674
MKULQ,MOLEKULE GROUP INC,1872356,3564
SWAG,STRAN & COMPANY INC,1872525,7311
MDXH,MDXHEALTH SA,1872529,2835
EMBC,EMBECTA CORP,1872789,3842
TCBPY,TC BIOPHARM HOLDINGS PLC,1872812,2836
MTEK,MARIS-TECH LTD,1872964,3829
GDTC,CYTOMED THERAPEUTICS LIMITED,1873093,2836
PGRU,PROPERTYGURU GROUP LIMITED,1873331,7370
KLC,KINDERCARE LEARNG COMPNI INC,1873529,8351
IMMX,IMMIX BIOPHARMA INC,1873835,2836
IXHL,INCANNEX HEALTHCARE INC,1873875,2834
ONL,ORION OFFICE REIT INC,1873923,6798
PDLB,PONCE FINANCIAL GROUP INC,1874071,6035
MMVVF,MULTIMETAVERSE HOLDINGS LTD,1874074,7812
CYN,CYNGN INC,1874097,7370
RIVN,RIVIAN AUTOMOTIVE INC,1874178,3711
MYNZ,MAINZ BIOMED N V,1874252,2835
SATL,SATELLOGIC INC,1874315,3663
ALLGF,ALLEGO N V,1874474,5500
HOUR,HOUR LOOP INC,1874875,5961
VCSA,VACASA INC,1874944,7000
NRSN,NEUROSENSE THERAPEUTICS LTD,1875091,2836
ARHS,ARHAUS INC,1875444,5712
LCFY,LOCAFY LTD,1875547,7370
NVCT,NUVECTIS PHARMA INC,1875558,2836
SWVL,SWVL HOLDINGS CORP,1875609,4100
IHS,IHS HOLDING LIMITED,1876183,4813
PRE,PRENETICS GLOBAL LTD,1876431,8071
IMPP,IMPERIAL PETE INC,1876581,4412
ZIMV,ZIMVIE INC,1876588,3843
LICN,LICHEN INTERNATIONAL LTD,1876766,8721
ESAB,ESAB CORP,1877322,3540
THCH,TH INTERNATIONAL LIMITED,1877333,5812
ZGN,ERMENEGILDO ZEGNA N V,1877787,2320
CTM,CASTELLUM INC,1877939,7371
SGHC,SUPER GROUP (SGHC) LTD,1878057,7990
MAIA,MAIA BIOTECHNOLOGY INC,1878313,2836
IREN,IREN LIMITED,1878848,7374
DOUG,DOUGLAS ELLIMAN INC,1878897,6531
IE,IVANHOE ELECTRIC INC,1879016,1000
CFSB,CFSB BANCORP INC,1879103,6035
ADSE,ADS TEC ENERGY PLC,1879248,3690
GTIJF,GRAPHJET TECHNOLOGY,1879373,3620
LRHC,LA ROSA HOLDINGS CORP,1879403,6531
SIDU,SIDUS SPACE INC,1879726,3760
EHGO,ESHALLGO INC,1879754,5040
PEVM,PHOENIX MOTOR INC,1879848,3711
PRM,PERIMETER SOLUTIONS INC,1880319,2810
AMZE,AMAZE HOLDINGS INC,1880343,2084
VHAI,VOCODIA HOLDINGS CORP,1880431,7372
ANTX,AN2 THERAPEUTICS INC,1880438,2834
DRCT,DIRECT DIGITAL HOLDINGS INC,1880613,7311
TPG,TPG INC,1880661,6200
SOAR,VOLATO GROUP INC,1881172,4522
MEGL,MAGIC EMPIRE GLOBAL LTD,1881472,6211
ACDC,PROFRAC HOLDING CORP,1881487,1389
STI,SOLIDION TECHNOLOGY INC,1881551,3690
NSTS,NSTS BANCORP INC,1881592,6035
SSCC,SPIRITS CAP CORP,1881767,5961
ALPSQ,ALPINE SUMMIT ENGY PTNRS INC,1882607,1311
PGY,PAGAYA TECHNOLOGIES LTD,1883085,7370
SVV,SAVERS VALUE VILLAGE INC,1883313,5900
DKNG,DRAFTKINGS INC,1883685,7990
DHAI,DIH HOLDING US INC,1883788,3845
SLND,SOUTHLAND HOLDINGS INC,1883814,1600
JEWL,ADAMAS ONE CORP,1884072,3911
PSNY,POLESTAR AUTOMOTIVE HOLDING,1884082,3711
DTI,DRILLING TOOLS INTERNAT CORP,1884516,7359
STRYQ,STARRY GROUP HOLDINGS INC,1884697,4899
THLLY,THALES SA,1884735,3812
JFBR,JEFFS BRANDS LTD,1885408,5961
NMRA,NEUMORA THERAPEUTICS INC,1885522,2834
VRAX,VIRAX BIOLABS GROUP LTD,1885827,2835
GGR,GOGORO INC,1886190,3751
MGAM,MOBILE GLOBAL ESPORTS INC,1886362,7900
BGXXQ,BRIGHT GREEN CORP,1886799,2833
SNAL,SNAIL INC,1886894,7372
WLDS,WEARABLE DEVICES LTD,1887673,3577
SHIM,SHIMMICK CORP,1887944,1600
HLVX,HILLEVAX INC,1888012,2836
AKAN,AKANDA CORP,1888014,5122
FMTOF,FEMTO TECHNOLOGIES INC,1888151,7372
EE,EXCELERATE ENERGY INC,1888447,4922
UBXG,U-BX TECHNOLOGY LTD,1888525,7370
FEAM,5E ADVANCED MATERIALS INC,1888654,1400
GPCR,STRUCTURE THERAPEUTICS  -ADR,1888886,2834
LRE,LEAD REAL ESTATE CO LTD -ADR,1888980,1531
BLTE,BELITE BIO INC -ADR,1889109,2836
CRBG,COREBRIDGE FINANCIAL INC,1889539,6311
DFSC,DEFSEC TECHNOLOGIES INC,1889823,7372
OS,ONESTREAM INC,1889956,7370
BRCC,BRC INC,1891101,2090
GENK,GEN RESTAURANT GROUP INC,1891856,5812
PMEC,PRIMECH HOLDINGS LTD,1891944,4950
GV,VISIONARY HOLDINGS INC,1892274,6512
MSS,MAISON SOLUTIONS INC,1892292,5411
HTCR,HEARTCORE ENTERPRISES INC,1892322,7370
HPCO,HEMPACCO CO INC,1892480,2111
ORBS,EIGHTCO HOLDINGS INC,1892492,6153
CMND,CLEARMIND MEDICINE INC,1892500,2834
LUXHQ,LUXURBAN HOTELS INC,1893311,6513
SGE,STRONG GLOBAL ENTERTNMNT INC,1893448,3861
PLRZ,POLYRIZON LTD,1893645,2836
PRME,PRIME MEDICINE INC,1894562,2836
SVRE,SAVERONE 2014 LTD,1894693,3829
XPON,EXPION360 INC,1894954,3690
CNTM,CONNECTM TECHNOLOGY SOLUTION,1895249,3640
NE,NOBLE CORP PLC,1895262,1381
ICG,INTCHAINS GROUP LTD  -ADR,1895597,3674
GXAI,GAXOS.AI INC,1895618,7372
STIXF,SEMANTIX INC,1896049,7370
IONR,IONEER LTD,1896084,1000
CDT,CDT EQUITY INC,1896212,2834
LBGJ,LI BANG INTERNATINL CORP INC,1896425,3550
SUPX,SUPERX AI TECHNOLOGY LTD,1897087,7389
HWH,HWH INTERNATIONAL INC,1897245,7370
GRAF,GRAF GLOBAL CORP,1897463,9995
INGM,INGRAM MICRO HOLDING CORP,1897762,5045
AZPN,ASPEN TECHNOLOGY INC,1897982,7372
ALVO,ALVOTECH,1898416,2836
SGN,SIGNING DAY SPORTS INC,1898474,7370
GETY,GETTY IMAGES HOLDINGS INC,1898496,7389
IPX,IPERIONX LIMITED,1898601,1090
VSTD,VESTAND INC,1898604,5812
MOB,MOBILICOM LTD,1898643,3669
TPET,TRIO PETROLEUM CORP,1898766,1311
LVWR,LIVEWIRE GROUP INC,1898795,3751
BMR,BEAMR IMAGING LTD,1899005,7372
BTDR,BITDEER TECHNOLOGIES GROUP,1899123,7374
AMPX,AMPRIUS TECHNOLOGIES INC,1899287,3690
WLGSF,WANG & LEE GROUP INC,1899658,1700
PERF,PERFECT CORP,1899830,7370
FIP,FTAI INFRASTRUCTURE INC,1899883,4013
HLN,HALEON PLC,1900304,2834
BNRG,BRENMILLER ENERGY LTD,1901215,3690
NYAX,NAYAX LTD,1901279,7370
FRZA,FORZA X1 INC,1901305,3730
